Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Yield_Metric_t_ha,Profit_Margin_Pct,Water_Productivity_t_m3,Total_NPK_kg_ha,Cost_Per_Tonne_INR,Pesticide_Risk_Ratio
SF13450,Gujarat,Rajkot,Pulses,Rabi,10.24,80,18.9,56.7,7.8,7.7,24.6,130,52,136.3,Sprinkler,87.7,3.05,0.7,0.3,3.07,65927,698350,202396,-495954,3886,0.79,42.6,0.3,-245.041404,0.000790015,318.3,227475.57,0.071596244
SF13451,Karnataka,Raichur,Rice,Zaid,3.73,559.3,33.6,55,6.7,7.52,21,142.5,60.2,84.7,Drip,249.9,4.82,0.66,1.52,5.67,23211,292940,131606,-161334,5740,0.988,38.6,1.52,-122.5886358,0.000987805,287.4,51664.903,0.124870466
SF13452,Karnataka,Raichur,Maize,Kharif,12.55,635.8,25.7,59.5,5,6.5,32.6,109.6,42.6,133.5,Drip,173,5.98,0.86,3.72,46.69,15934,997273,743958,-253315,6992,6.678,39.2,3.72,-34.04963721,0.006677632,285.7,21359.45599,0.15255102
SF13453,Telangana,Warangal,Chilli,Kharif,11.88,896.9,27.4,68.5,6.4,6.78,33.4,94.7,43.7,106.4,Sprinkler,197.6,0.5,0.76,2.84,33.74,100554,561010,3392692,2831682,7518,4.488,61,2.84,83.46416356,0.004487896,244.8,16627.44517,0.008196721
SF13454,Andhra Pradesh,Krishna,Wheat,Kharif,14.95,884.5,28.8,80.5,8.1,6.39,35.5,109.3,30,65.6,Sprinkler,95.4,4.33,0.84,2.57,38.42,23944,935604,919928,-15676,7913,4.855,54.7,2.57,-1.704046404,0.004855301,204.9,24352.00416,0.079159049
SF13455,Karnataka,Raichur,Maize,Rabi,7.76,441.4,21.1,52.8,7.1,6.52,26.4,156.9,41.6,107.8,Flood,203.7,2.63,0.85,2.84,22.04,22571,571253,497465,-73788,6067,3.633,49.3,2.84,-14.83280231,0.003632767,306.3,25918.92015,0.053346856
SF13456,Madhya Pradesh,Indore,Pulses,Rabi,8.56,687.7,21.6,61.4,7.9,7.26,27.8,119.7,54.4,30,Rainfed,140.4,3.45,0.69,0.62,5.31,76062,518396,403889,-114507,1619,3.28,42.9,0.62,-28.35110637,0.003279802,204.1,97626.36535,0.08041958
SF13457,Andhra Pradesh,Guntur,Maize,Zaid,14.89,656.5,33.5,44.4,8.4,5.96,31.4,159.8,46.8,133.3,Rainfed,151.5,6.43,0.68,1.61,23.97,15238,711758,365255,-346503,4735,5.062,36.1,1.61,-94.86605248,0.005062302,339.9,29693.70046,0.178116343
SF13458,Madhya Pradesh,Indore,Sugarcane,Rabi,8.9,407.7,23.6,61.3,7.9,5.2,21.6,73.7,36.9,62.7,Rainfed,260.4,5.36,0.98,2.63,23.41,3606,706465,84416,-622049,9081,2.578,36.3,2.63,-736.8851876,0.00257791,173.3,30177.91542,0.147658402
SF13459,Madhya Pradesh,Indore,Rice,Rabi,3.87,366.8,23.8,42,6.9,6.76,34.5,125.4,45.8,99,Rainfed,120.9,4.27,0.79,2.91,11.26,17616,259240,198356,-60884,3138,3.588,44.9,2.91,-30.69430721,0.003588273,270.2,23023.09059,0.095100223
SF13460,Punjab,Ludhiana,Cotton,Rabi,3.58,710.7,21.6,58.7,9.3,7.33,27.2,149,55.4,97,Drip,187.5,7.96,0.92,1.29,4.62,77531,226478,358193,131715,2359,1.958,31.4,1.29,36.77207539,0.001958457,301.4,49021.21212,0.253503185
SF13461,Karnataka,Raichur,Wheat,Rabi,5.86,543.9,26.2,60.6,5.7,6.71,27.8,114.3,64.5,160.5,Rainfed,250.7,2.99,0.94,3.26,19.1,23303,391176,445087,53911,1675,11.403,50.3,3.26,12.11246341,0.011402985,339.3,20480.41885,0.05944334
SF13462,Punjab,Ludhiana,Sugarcane,Rabi,7.27,215.4,21.8,61.6,7.3,6.23,20.6,146.4,37.9,75.7,Sprinkler,40,4.5,0.8,43.67,317.48,3575,359117,1134991,775874,13798,23.009,32,43.67,68.35948479,0.023009132,260,1131.148419,0.140625
SF13463,Maharashtra,Nashik,Cotton,Rabi,9.94,471.3,20.5,53.6,9.7,6.31,24.6,129.9,90,116.9,Sprinkler,294.1,6.99,0.8,1.2,11.93,68927,833285,822299,-10986,8469,1.409,19.3,1.2,-1.336010381,0.001408667,336.8,69847.86253,0.362176166
SF13464,Telangana,Warangal,Rice,Zaid,2.35,501.4,28.4,62.8,7.6,6.43,19,125.5,52.5,99.2,Sprinkler,170.8,6.12,0.77,3.26,7.66,25267,164583,193545,28962,3131,2.447,46.6,3.26,14.96396187,0.002446503,277.2,21486.03133,0.131330472
SF13465,Andhra Pradesh,Krishna,Sugarcane,Kharif,13.38,1294.7,27.4,71.9,4.7,6.43,26.4,78.1,39.5,166.3,Drip,176,3.9,0.8,54.68,731.62,3345,850560,2447269,1596709,22024,33.219,56.2,54.68,65.24452359,0.033219215,283.9,1162.570733,0.069395018
SF13466,Gujarat,Rajkot,Cotton,Kharif,5.18,944.7,28,74.2,6.3,5.82,36,84,78.5,117.2,Rainfed,146.2,6.03,0.96,0.59,3.06,70076,276990,214433,-62557,2173,1.408,62.6,0.59,-29.17321494,0.001408191,279.7,90519.60784,0.096325879
SF13467,Andhra Pradesh,Krishna,Chilli,Zaid,14.35,564.3,33,50.3,7.5,7.06,24.1,65.9,33.6,124.8,Flood,258.1,7.14,0.99,1.51010453,21.67,113614,1082087,2462015,1379928,9392,2.307,39.8,1.51010453,56.04872432,0.002307283,224.3,49934.79465,0.179396985
SF13468,Andhra Pradesh,Krishna,Wheat,Kharif,10.42,965.1,27,72.5,8.7,6.28,32.8,165.5,69.9,57.9,Flood,229.4,6.98,0.72,2.17,22.61,22176,909250,501399,-407851,7047,3.208,48.8,2.17,-81.3426034,0.003208457,293.3,40214.50686,0.143032787
SF13469,Punjab,Ludhiana,Chilli,Rabi,2.14,298.5,27.1,59,6.9,7.04,17.3,140.4,24.5,120.3,Flood,240.6,6.88,0.66,2.03,4.34,114068,177324,495055,317731,1937,2.241,27.5,2.03,64.18094959,0.002240578,285.2,40858.06452,0.250181818
SF13470,Karnataka,Raichur,Cotton,Kharif,12.17,1121,31,72.4,6,7.39,26.4,135.9,42.2,104.1,Flood,189.7,7.41,0.72,0.85,10.34,64355,833267,665431,-167836,12063,0.857,46.6,0.85,-25.22214925,0.000857167,282.2,80586.75048,0.159012876
SF13471,Andhra Pradesh,Krishna,Wheat,Rabi,14.78,426.7,26.3,59.9,8.3,6.85,19.1,130.1,54.2,120.3,Sprinkler,151.1,3.32,0.68,3.31,48.92,25382,954072,1241687,287615,7237,6.76,44,3.31,23.16324484,0.006759707,304.6,19502.69828,0.075454545
SF13472,Andhra Pradesh,Guntur,Maize,Rabi,11.14,359,21.8,61.1,7.8,5.92,23.8,131.7,72.7,88.8,Rainfed,244.7,1.8,0.65,1.53,17.04,19261,610976,328207,-282769,3452,4.936,45.2,1.53,-86.15568833,0.004936269,293.2,35855.39906,0.039823009
SF13473,Tamil Nadu,Erode,Rice,Rabi,8.15,600.8484925,20.5,44.5,7.8,7.07,22.8,106.5,62.8,87.7,Flood,247.6,7.57,0.93,2.31,18.83,21060,670650,396560,-274090,14659,1.285,34.6,2.31,-69.11690539,0.001284535,257,35616.03824,0.218786127
SF13474,Telangana,Nalgonda,Pulses,Rabi,9.97,415.2,24.6,52.7,7.1,6.44,30,123.5,71.6,104.6,Rainfed,44.6,6.18,0.73,1,9.97,67639,490274,674361,184087,1572,6.342,36.8,1,27.29799025,0.006342239,299.7,49174.92477,0.167934783
SF13475,Maharashtra,Nashik,Cotton,Kharif,5.85,808.7,31.8,79.1,7.6,6.43,34.9,133.8,56.9,120.3,Sprinkler,292.8,4.38,0.77,1.8,10.53,55153,485040,580761,95721,4451,2.366,50.3,1.8,16.48199518,0.002365761,311,46062.67806,0.087077535
SF13476,Madhya Pradesh,Indore,Maize,Zaid,7.49,366.2,33,52.9,8.1,6.08,21.8,134.5,75.6,111.3,Rainfed,209.9,4.43,0.79,1.33,9.96,21082,496374,209977,-286397,2378,4.188,40.7,1.33,-136.3944623,0.004188394,321.4,49836.74699,0.108845209
SF13477,Maharashtra,Nashik,Groundnut,Kharif,6.9,1062.8,30.8,85.6,7.9,6.41,29.2,101.9,48.5,148.8,Rainfed,253.6,4.04,0.89,1.37,9.45,53392,423934,504554,80620,1980,4.773,72.5,1.37,15.97846811,0.004772727,299.2,44860.74074,0.055724138
SF13478,Karnataka,Raichur,Groundnut,Rabi,4.77,631.2,18.7,57.8,7.5,6.19,21.3,77.7,84.2,125.1,Sprinkler,244.2,3.4,0.97,1.43,6.82,50528,327032,344601,17569,2328,2.93,49.6,1.43,5.098360132,0.002929553,287,47951.90616,0.068548387
SF13479,Karnataka,Raichur,Maize,Kharif,3.08,1032.1,26.2,62,8.1,8.17,43.9,97.5,54.6,127.5,Flood,185.7,5.8,0.84,0.3,0.92,22542,243479,20739,-222740,1898,0.485,54.6,0.3,-1074.015141,0.000484721,279.6,264651.087,0.106227106
SF13480,Maharashtra,Nashik,Pulses,Kharif,9.53,711.5,29.4,66.9,7.3,7.09,25.7,115.6,56,75.4,Sprinkler,136,3.88,0.71,1.51,14.39,71925,736305,1035001,298696,3757,3.83,48.2,1.51,28.85948902,0.003830184,247,51167.82488,0.080497925
SF13481,Karnataka,Raichur,Chilli,Kharif,14.27,819,33,72.4,6.6,5.41,22.8,163.2,33,80.6,Sprinkler,163.5,8.33,0.67,0.3,4.28,100424,944756,429815,-514941,8333,0.514,41.7,0.3,-119.8052651,0.000513621,276.8,220737.3832,0.199760192
SF13482,Punjab,Ludhiana,Wheat,Kharif,13.71,1124,24.2,50.7,6.5,7.51,29.1,164.3,70.6,107.8,Drip,180.3,3.28,0.93,1.28,17.55,25567,987676,448701,-538975,6652,2.638,70.4,1.28,-120.1189656,0.002638304,342.7,56277.83476,0.046590909
SF13483,Andhra Pradesh,Krishna,Sugarcane,Kharif,9.64,746.7,24.8,82.8,6.6,6.62,29,165.5,93.1,122.9,Rainfed,204.3,4.23,0.86,77.32,745.36,3462,655393,2580436,1925043,9874,75.487,63.3,77.32,74.6014627,0.075487138,381.5,879.2972523,0.066824645
SF13484,Tamil Nadu,Erode,Rice,Zaid,4.53,285.1,30.3,55.1,7,6.33,24.5,119.5,63.2,93.2,Sprinkler,194.2,6.27,0.85,2.16,9.78,22044,319841,215590,-104251,7503,1.303,42.6,2.16,-48.35613897,0.001303479,275.9,32703.57873,0.147183099
SF13485,Telangana,Nalgonda,Wheat,Rabi,14.32,687,26,69.8,8.7,6.53,28.7,168.3,15,120.9,Flood,157.7,7.59,0.97,3.4,48.69,22513,1109829,1096158,-13671,10569,4.607,37.3,3.4,-1.247174221,0.004606869,304.2,22793.77696,0.203485255
SF13486,Maharashtra,Nashik,Cotton,Kharif,3.69,765.4,29,70.3,5.9,6.63,25.2,114.5,37.4,122.4,Rainfed,220.1,5.87,0.69,1.72,6.35,65315,236367,414750,178383,1640,3.872,48.1,1.72,43.00976492,0.003871951,274.3,37223.14961,0.122037422
SF13487,Gujarat,Rajkot,Maize,Rabi,3.05,363.4,18.3,37.5,7.9,6.63,16.2,115.7,69,115.9,Sprinkler,157.8,3.96,0.74,2.64,8.05,21030,205867,169292,-36575,1661,4.846,46.2,2.64,-21.60468303,0.004846478,300.6,25573.54037,0.085714286
SF13488,Telangana,Nalgonda,Sugarcane,Kharif,3.77,1057.4,27.1,62.5,5.2,7.56,25.7,119.7,56.8,127.3,Rainfed,190.5,6.22,0.7,28.09,105.9,2961,272411,313570,41159,3773,28.068,34.3,28.09,13.12593679,0.028067851,303.8,2572.341832,0.181341108
SF13489,Madhya Pradesh,Indore,Cotton,Zaid,7.97,264.9,31.2,48.9,8.4,6.45,20.7,148.3,56.8,148.1,Drip,218.9,6.64,0.68,1.64,13.07,60739,614740,793859,179119,4918,2.658,36.2,1.64,22.5630748,0.002657584,353.2,47034.42999,0.183425414
SF13490,Punjab,Ludhiana,Rice,Zaid,0.8,513.9,28.8,64.5,8,7.14,19.8,141.2,48.9,87.4,Rainfed,89.4,11.45,0.7,2.14,1.71,25332,48435,43318,-5117,647,2.643,31.5,2.14,-11.8126414,0.002642968,277.5,28324.5614,0.363492063
SF13491,Gujarat,Rajkot,Rice,Rabi,3.39,310.4,21,48,9.9,6.09,23.3,113.8,71.7,118.5,Flood,266,3.77,0.91,1.51,5.12,22232,282941,113828,-169113,6312,0.811,43.4,1.51,-148.5688934,0.000811153,304,55261.91406,0.086866359
SF13492,Telangana,Warangal,Wheat,Kharif,12.44,601.9,27.2,60.2,8.3,7.66,24.3,97.8,36.7,96,Drip,65.9,6.88,0.77,0.94,11.69,23614,680562,276048,-404514,5818,2.009,31.8,0.94,-146.5375587,0.002009282,230.5,58217.45081,0.216352201
SF13493,Telangana,Nalgonda,Rice,Rabi,1.61,526.8,21.5,59.9,7.4,6.26,19.3,149.3,58.1,59.9,Flood,246.4,4.15,0.89,2.37,3.82,21745,117133,83066,-34067,3119,1.225,46.1,2.37,-41.01196639,0.001224752,267.3,30663.08901,0.090021692
SF13494,Tamil Nadu,Erode,Pulses,Rabi,9.38,544.5,25.2,56.3,6.8,6.56,31.6,106.6,25.1,109.9,Flood,114.3,6.57,0.95,1.35,12.66,85816,573771,1086431,512660,4312,2.936,32.3,1.35,47.18753423,0.002935993,241.6,45321.56398,0.203405573
SF13495,Telangana,Warangal,Rice,Kharif,12.09,771.2,30,57.4,6.4,6.72,32.8,99.9,46,108.9,Flood,233.1,4.57,0.91,3.01,36.39,25389,966630,923906,-42724,20722,1.756,54.8,3.01,-4.624279959,0.001756105,254.8,26563.06678,0.083394161
SF13496,Karnataka,Raichur,Maize,Kharif,1.03,748.8,28.9,57.7,5.3,6,30.7,131.6,49.8,133.8,Flood,176.7,3.89,0.68,2.85,2.94,21130,59066,62122,3056,597,4.925,57,2.85,4.919352242,0.004924623,315.2,20090.47619,0.068245614
SF13497,Telangana,Warangal,Groundnut,Rabi,2.74,202.2,25.7,58.7,7.8,7.35,25.6,72.7,38.7,127.2,Flood,240.2,6.96,0.74,0.89,2.44,58532,181209,142818,-38391,1830,1.333,29.4,0.89,-26.88106541,0.001333333,238.6,74265.98361,0.236734694
SF13498,Andhra Pradesh,Krishna,Rice,Kharif,5.42,512.7,22.1,76.6,8,6.6,44.1,99.1,27.5,109,Sprinkler,267.9,5.79,0.66,3.44,18.64,19243,376442,358690,-17752,6867,2.714,47.6,3.44,-4.94912041,0.002714431,235.6,20195.38627,0.121638655
SF13499,Maharashtra,Nashik,Rice,Zaid,5.5,604.9275204,34.4,47.6,7.1,7.36,24.3,153.2,49.1,132.2,Flood,116.9,6.38,0.69,1.31,7.2,22126,350358,159307,-191051,10847,0.664,45.4,1.31,-119.9263058,0.000663778,334.5,48660.83333,0.140528634
SF13500,Tamil Nadu,Erode,Rice,Rabi,4.82,80,22.7,47.8,8,7.2,36.7,130.8,62.4,138.9,Rainfed,87.3,2.68,0.81,1.639004149,7.9,23402,279752,184876,-94876,4516,1.749,25.7,1.639004149,-51.31872174,0.001749336,332.1,35411.64557,0.104280156
SF13501,Andhra Pradesh,Guntur,Rice,Zaid,3.74,336.4,33,46.3,9,6.22,22.4,150.2,86,133.4,Rainfed,192.7,6.46,0.73,2.19,8.19,21082,180343,172662,-7681,3368,2.432,36.1,2.19,-4.44857583,0.00243171,369.6,22019.90232,0.178947368
SF13502,Tamil Nadu,Erode,Sugarcane,Rabi,9.94,426.7,22.2,49,8.8,6.32,15.9,122.4,92.5,171.8,Flood,190.2,12.08,0.85,57.26,569.16,3634,631961,2068327,1436366,22503,25.293,26.5,57.26,69.44578879,0.025292628,386.7,1110.339799,0.455849057
SF13503,Gujarat,Rajkot,Wheat,Kharif,14.84,805.8,31.2,85.9,7.1,7.39,31.9,102.1,34.8,92.3,Sprinkler,187.2,2.65,0.74,1.74,25.82,25069,946134,647282,-298852,8079,3.196,63,1.74,-46.17029363,0.00319594,229.2,36643.45469,0.042063492
SF13504,Madhya Pradesh,Indore,Pulses,Rabi,6.98,309.1,25.8,66.6,7.9,6.37,15.9,120.4,60.6,84,Flood,107.1,7.81,0.78,1.07,7.47,71686,413696,535494,121798,3262,2.29,32.6,1.07,22.7449794,0.002290006,265,55380.99063,0.239570552
SF13505,Punjab,Ludhiana,Maize,Kharif,3.24,906.8,29,80.3,7.4,6.42,29.2,145.5,31,103.4,Sprinkler,212.5,4.23,0.98,3.83,12.41,23567,221473,292466,70993,1641,7.562,46.2,3.83,24.2739327,0.007562462,279.9,17846.3336,0.091558442
SF13506,Gujarat,Rajkot,Chilli,Zaid,1.63,131.1,33.2,53.5,7.6,7.34,21,111.4,58.1,73.1,Flood,176.5,3.37,0.78,0.69,1.12,118843,112993,133104,20111,1307,0.857,49.5,0.69,15.10923789,0.000856924,242.6,100886.6071,0.068080808
SF13507,Maharashtra,Nashik,Pulses,Kharif,12.96,870.4,32.1,70.7,6.7,6.44,31.1,108.3,51.3,30,Drip,256.2,1.6,0.9,1.32,17.11,63056,829487,1078888,249401,4545,3.765,68.9,1.32,23.1164866,0.003764576,189.6,48479.66102,0.023222061
SF13508,Andhra Pradesh,Krishna,Wheat,Zaid,14.75,505.3,33.7,45.7,6.9,6.23,14.5,95.6,58.2,76.7,Rainfed,90.9,1.48,0.81,1.84,27.14,22781,727215,618276,-108939,3869,7.015,71.6,1.84,-17.61980087,0.007014732,230.5,26794.9521,0.020670391
SF13509,Andhra Pradesh,Krishna,Cotton,Rabi,12.81,466.7,25.8,55.9,7.8,7.14,21.4,171.5,50.7,131.8,Flood,244.4,8.42,0.73,1.56,19.98,67661,1072553,1351867,279314,11098,1.8,14.7,1.56,20.66135204,0.001800324,354,53681.33133,0.572789116
SF13510,Maharashtra,Nashik,Wheat,Kharif,12.06,854.2,29.3,76.3,8.7,5.85,30.5,147.6,34.1,126,Flood,198,5.95,0.74,1.11,13.39,25882,915448,346560,-568888,7890,1.697,50.9,1.11,-164.1528163,0.001697085,307.7,68368.03585,0.116895874
SF13511,Telangana,Warangal,Chilli,Kharif,12.86,1034.6,31.1,60.1,7.4,7.31,26.6,128.1,45.7,151.9,Drip,293.2,6.23,0.82,1.43,18.39,101593,1042712,1868295,825583,7693,2.39,53.3,1.43,44.1891136,0.002390485,325.7,56699.94562,0.116885553
SF13512,Karnataka,Raichur,Pulses,Zaid,1.15,220.1,28.2,54.5,8.8,6.64,21.8,163.2,38.9,106.7,Flood,181.7,8.91,0.91,1.01,1.16,71234,78083,82631,4548,530,2.189,28.9,1.01,5.503987608,0.002188679,308.8,67312.93103,0.308304498
SF13513,Andhra Pradesh,Guntur,Chilli,Zaid,1.3,115.2,33.5,60.3,5.8,7.88,19.4,89.8,68,121.4,Flood,229.1,2.56,0.81,0.3,0.39,76888,84091,29986,-54105,1074,0.363,42.6,0.3,-180.4342026,0.000363128,279.2,215617.9487,0.060093897
SF13514,Gujarat,Rajkot,Groundnut,Rabi,12.76,590.3,22.6,68.1,8.4,5.47,16.6,93.7,55.7,83.7,Rainfed,259.3,2.6,0.65,0.3,3.83,58034,928153,222270,-705883,3918,0.978,47.6,0.3,-317.5790705,0.00097754,233.1,242337.5979,0.054621849
SF13515,Karnataka,Raichur,Cotton,Kharif,11.6,528.3,29.3,56.5,8.2,7.01,30.4,100.7,70.1,118.2,Rainfed,180.3,6.88,0.84,1.67,19.37,66615,647267,1290333,643066,5189,3.733,34.7,1.67,49.83721256,0.003732897,289,33415.9525,0.198270893
SF13516,Telangana,Warangal,Cotton,Zaid,10.37,249,27.7,56.6,8.3,5.88,22.6,133.8,58.4,145.6,Drip,247,5.77,0.86,0.49,5.08,68052,806515,345704,-460811,6330,0.803,27.3,0.49,-133.2964039,0.000802528,337.8,158762.7953,0.211355311
SF13517,Tamil Nadu,Erode,Wheat,Zaid,8.96,573.9,30.9,51.7,8.3,6.97,25.7,88.6,71.1,96.8,Drip,183.8,7.69,0.96,2.79,25,21837,535984,545925,9941,4523,5.527,37.1,2.79,1.820946101,0.005527305,256.5,21439.36,0.207277628
SF13518,Madhya Pradesh,Indore,Groundnut,Zaid,9.72,131.4,31.2,49.6,6.9,7.23,17.4,77.1,89,134.5,Sprinkler,117.3,6.98,0.93,0.89,8.65,47311,508183,409240,-98943,4876,1.774,26.4,0.89,-24.1772554,0.001773995,300.6,58749.47977,0.264393939
SF13519,Gujarat,Rajkot,Cotton,Zaid,11.57,248.2,36.3,41.5,8.4,6.62,19.2,129.5,76.2,118.3,Flood,95.5,3.24,0.73,1.32,15.27,73339,710613,1119887,409274,12523,1.219,55,1.32,36.54600866,0.001219356,324,46536.54224,0.058909091
SF13520,Madhya Pradesh,Indore,Wheat,Kharif,8.61,644.7,29.2,82.3,7.8,6.7,31.9,120.9,60.7,63.6,Flood,118.2,5.25,0.92,3.26,28.07,28782,435486,807911,372425,5523,5.082,55.9,3.26,46.09728052,0.005082383,245.2,15514.28571,0.09391771
SF13521,Madhya Pradesh,Indore,Wheat,Rabi,9.71,708.8,21.4,55.1,7.1,7.34,33.4,152.8,80.2,116.6,Flood,176.1,3.92,0.93,2.1,20.39,25052,530322,510810,-19512,6486,3.144,50.6,2.1,-3.819815587,0.003143694,349.6,26008.92594,0.077470356
SF13522,Maharashtra,Nashik,Rice,Zaid,10.18,404.4,33.2,58,9.3,6.8,22.4,109.6,54.6,112.8,Flood,257.2,7.4,0.96,2.61,26.57,24232,878058,643844,-234214,19844,1.339,37.5,2.61,-36.37744547,0.001338944,277,33046.97027,0.197333333
SF13523,Telangana,Warangal,Groundnut,Zaid,14.43,146.5,29.3,56.5,6.9,6.72,13.8,134.1,69.8,92.6,Drip,157.4,5.61,0.66,1.31,18.9,58197,1088940,1099923,10983,7046,2.682,32.6,1.31,0.998524442,0.002682373,296.5,57615.87302,0.17208589
SF13524,Maharashtra,Nashik,Sugarcane,Kharif,0.82,752.4,29.5,67.5,5.8,6.62,21.9,159.1,120,94,Flood,297.2,6.61,0.85,91.46,75,3898,58030,292350,234320,1944,38.58,54.4,91.46,80.15050453,0.038580247,373.1,773.7333333,0.121507353
SF13525,Punjab,Ludhiana,Cotton,Rabi,6.98,400.8,23.9,58.2,7.5,6.27,20.4,137.8,54.3,93.2,Drip,194.3,7.23,0.92,1.56,10.89,66336,603046,722399,119353,4844,2.248,31,1.56,16.52175598,0.002248142,285.3,55376.12489,0.233225806
SF13526,Tamil Nadu,Erode,Sugarcane,Rabi,6.96,772.5,27.9,64.5,7.2,6.76,19.9,166.1,75.7,135.8,Drip,48.3,6.35,0.73,93.13,648.18,2917,419212,1890741,1471529,10705,60.549,59.9,93.13,77.82816367,0.060549276,377.6,646.7524453,0.106010017
SF13527,Telangana,Warangal,Wheat,Kharif,12.74,897.2,28.6,80.3,6.3,6.04,35.5,115.6,77.4,134.5,Flood,257.3,4.06,0.75,1.72,21.91,25778,847558,564796,-282762,7421,2.952,54.6,1.72,-50.06444805,0.002952432,327.5,38683.61479,0.074358974
SF13528,Telangana,Nalgonda,Cotton,Kharif,6.27,1008.8,28.8,88.5,6.8,6.93,29.3,163.6,57.9,137.1,Drip,204.1,2.69,0.91,2.06,12.92,71444,366389,923056,556667,4058,3.184,60.5,2.06,60.30695862,0.003183834,358.6,28358.28173,0.04446281
SF13529,Andhra Pradesh,Krishna,Chilli,Rabi,3.94,193.3,23.9,71.1,6.7,7.58,30.4,125.8,80.5,131.8,Flood,264.7,5.93,0.85,0.75,2.96,88235,287033,261176,-25857,3128,0.946,33.3,0.75,-9.900220541,0.000946292,338.1,96970.60811,0.178078078
SF13530,Maharashtra,Nashik,Chilli,Kharif,9.62,656,28.9,70.1,5.3,6.24,30.8,88.9,76.8,102.8,Flood,239.1,5.87,0.69,2.2,21.16,88143,525445,1865106,1339661,7609,2.781,51.4,2.2,71.82760658,0.002780917,268.5,24831.99433,0.114202335
SF13531,Gujarat,Rajkot,Chilli,Rabi,8.61,446.1,26.1,41.8,6.8,7.25,25.6,120.1,35.9,106.4,Sprinkler,161,5.6,0.96,1.86,16.01,111729,550116,1788781,1238665,5474,2.925,36.5,1.86,69.24631914,0.002924735,262.4,34360.77452,0.153424658
SF13532,Andhra Pradesh,Guntur,Pulses,Kharif,3.34,1094.8,27.9,61,6.7,6.39,32.3,64.8,65.2,86.3,Drip,188.5,4.54,0.76,1.23,4.11,64398,225961,264676,38715,1213,3.388,65.3,1.23,14.62731793,0.003388293,216.3,54978.3455,0.069525268
SF13533,Karnataka,Raichur,Rice,Rabi,5.32,691.6,25.2,57.9,6.4,7.34,17.4,118.5,45.6,109.8,Flood,98.2,9.32,0.83,2.52,13.41,19851,430779,266202,-164577,9203,1.457,24.6,2.52,-61.8241035,0.001457134,273.9,32123.71365,0.378861789
SF13534,Andhra Pradesh,Guntur,Wheat,Zaid,2.31,221.5,30.1,57.7,9.2,6.34,8,96.1,62.9,86.3,Sprinkler,183.5,1.73,0.65,1.84,4.25,26030,145567,110628,-34939,1023,4.154,43.8,1.84,-31.58242036,0.004154448,245.3,34251.05882,0.039497717
SF13535,Maharashtra,Nashik,Wheat,Kharif,12.59,1090.4,33.5,68.9,6.7,6.22,26.7,79.1,55.9,84.7,Sprinkler,206.8,1.8,1,1.7,21.4,21485,1007206,459779,-547427,7379,2.9,82.8,1.7,-119.0630716,0.002900122,219.7,47065.70093,0.02173913
SF13536,Tamil Nadu,Erode,Cotton,Rabi,9.46,586.8,24.4,48.7,8.5,6.55,29.1,127.8,77.9,134.8,Flood,167.7,6.1,0.8,1.95,18.45,69021,638291,1273437,635146,9203,2.005,50.9,1.95,49.87651529,0.002004781,340.5,34595.71816,0.119842829
SF13537,Telangana,Warangal,Groundnut,Kharif,13.55,1074.7,29.5,75.6,6.1,7.16,30.5,40,17.1,92.1,Rainfed,217,5.49,0.93,0.93,12.6,50100,956230,631260,-324970,3576,3.523,60,0.93,-51.47958052,0.00352349,149.2,75891.26984,0.0915
SF13538,Telangana,Warangal,Maize,Rabi,3.14,459.5,27.6,57.9,8.9,7.69,26,119.1,55.7,132.8,Rainfed,91.8,8.48,0.75,1.1,3.45,20874,169824,72015,-97809,774,4.457,42.7,1.1,-135.817538,0.004457364,307.6,49224.34783,0.198594848
SF13539,Andhra Pradesh,Guntur,Chilli,Kharif,8.46,652.4,31.8,68.1,6.1,6.42,29.6,144,43.8,100.8,Drip,191.8,5.03,0.76,2.91,24.62,98737,560062,2430905,1870843,4085,6.027,43.7,2.91,76.96076153,0.006026928,288.6,22748.25345,0.115102975
SF13540,Telangana,Warangal,Wheat,Kharif,5.47,729,30.5,83.2,7.2,6.94,28.3,174.7,53.3,55.3,Flood,124.3,2.39,0.81,3.07,16.79,26333,310754,442131,131377,4033,4.163,58,3.07,29.71449638,0.004163154,283.3,18508.27874,0.041206897
SF13541,Madhya Pradesh,Indore,Wheat,Rabi,12.08,557.7,24.8,60.6,7.9,5.87,23.1,119.8,64.8,68,Flood,45.7,4.54,0.8,1.59,19.21,21277,727819,408731,-319088,6183,3.107,56,1.59,-78.06797136,0.003106906,252.6,37887.50651,0.081071429
